customer_id,customer_name,email,recency_days,frequency,monetary,RFM_Score,segment
2414.0,Riina Veski,riina.veski@outlook.com,251,1,88.08,4,At Risk
2416.0,Sander Rosin,sander.rosin@telia.ee,310,3,407.07,6,At Risk
2417.0,Kristjan Lepp,kristjan.lepp@gmail.com,100,3,626.9399999999999,10,Loyal
2418.0,Marit Toom,marit.toom@outlook.com,159,3,795.5400000000001,9,Potential
2419.0,Merle Lass,merle.lass@gmail.com,308,2,177.6,4,At Risk
2420.0,Ene Kangur,ene.kangur@mail.ee,130,4,1671.24,12,Loyal
2422.0,Arvo Paas,arvo.paas@gmail.com,180,5,759.27,11,Loyal
2423.0,Kristjan Sild,kristjan.sild@mail.ee,268,7,1475.29,12,Loyal
2424.0,Anna Arro,anna.arro@telia.ee,93,3,900.62,10,Loyal
2425.0,Sirje Ilves,sirje.ilves@gmail.com,102,4,1834.12,13,VIP Champions
2427.0,Katrin Lill,katrin.lill@gmail.com,149,3,940.88,10,Loyal
2428.0,Grete Arro,,203,1,405.14,5,At Risk
2429.0,Hille Pihl,hille.pihl@yahoo.com,43,4,850.8299999999999,12,Loyal
2430.0,Kalev Lill,,132,2,590.73,7,Potential
2431.0,Jüri Mets,juri.mets@outlook.com,141,3,845.0799999999999,9,Potential
2432.0,Marko Arro,marko.arro@mail.ee,294,2,387.49,6,At Risk
2433.0,Tarmo Tammik,tarmo.tammik@hot.ee,281,2,261.84000000000003,5,At Risk
2434.0,Enn Orav,enn.orav@outlook.com,85,3,497.81000000000006,9,Potential
2435.0,Riina Rosin,riina.rosin@gmail.com,18,5,755.3499999999999,13,VIP Champions
2436.0,Grete Kukk,grete.kukk2@hot.ee,135,3,1025.57,10,Loyal
2439.0,Margus Mitt,margus.mitt@yahoo.com,129,3,387.32,8,Potential
2440.0,Lea Must,,585,3,645.47,7,Potential
2441.0,Kristjan Paas,kristjan.paas@gmail.com,281,3,1634.1200000000001,10,Loyal
2442.0,Külli Pihl,kulli.pihl2@hot.ee,53,1,1106.91,9,Potential
2443.0,Laura Sild,laura.sild@telia.ee,73,3,1437.3000000000002,12,Loyal
2445.0,Erkki Pihl,erkki.pihl@yahoo.com,295,1,307.27,4,At Risk
2446.0,Tarmo Oja,tarmo.oja@gmail.com,527,1,54.95,3,Lost
2448.0,Urmas Nõmm,urmas.nomm@mail.ee,494,1,542.7,4,At Risk
2449.0,Triin Rand,triin.rand@outlook.com,90,2,725.58,9,Potential
2450.0,Andres Rebane,andres.rebane@gmail.com,145,2,1057.95,9,Potential
2451.0,Lea Oja,lea.oja@hot.ee,665,1,1013.04,6,At Risk
2454.0,Margus Kallas,margus.kallas2@telia.ee,185,2,385.65,6,At Risk
2456.0,Liis Must,liis.must@outlook.com,190,4,857.22,9,Potential
2457.0,Merle Toom,,241,6,1147.49,11,Loyal
2458.0,Priit Valk,priit.valk@yahoo.com,58,3,464.15999999999997,9,Potential
2460.0,Liina Kukk,liina.kukk@hot.ee,3,3,530.46,10,Loyal
2461.0,Kristiina Liiv,,253,3,1217.47,9,Potential
2462.0,Maris Kask,maris.kask@mail.ee,443,3,642.23,7,Potential
2463.0,Sigrid Hurt,sigrid.hurt@telia.ee,177,5,1580.6100000000001,13,VIP Champions
2464.0,Madis Sepp,madis.sepp@hot.ee,1,3,626.3,11,Loyal
2466.0,Ants Hurt,ants.hurt@yahoo.com,242,1,104.08,4,At Risk
2468.0,Tiit Pihl,,102,1,53.01,6,At Risk
2469.0,Anu Kukk,anu.kukk@telia.ee,125,6,2130.7400000000002,13,VIP Champions
2471.0,Laura Kallas,laura.kallas@outlook.com,158,2,806.5,8,Potential
2472.0,Heino Pihl,heino.pihl@telia.ee,9,3,650.55,11,Loyal
2474.0,Ants Talvik,ants.talvik@hot.ee,12,3,485.98,10,Loyal
2475.0,Siim Järv,siim.jarv@mail.ee,152,4,1341.42,11,Loyal
2476.0,Lea Rand,,417,1,62.56,3,Lost
2477.0,Ülle Org,ulle.org@yahoo.com,141,1,654.14,7,Potential
2479.0,Laura Ilves,laura.ilves@gmail.com,31,4,489.48,11,Loyal
2481.0,Annika Mets,,160,4,1256.58,11,Loyal
2482.0,Rein Järv,,97,2,541.07,8,Potential
2483.0,Kadri Mitt,kadri.mitt@yahoo.com,126,2,553.04,7,Potential
2484.0,Kersti Liiv,kersti.liiv@gmail.com,70,4,1662.94,13,VIP Champions
2485.0,Erkki Roots,erkki.roots@gmail.com,16,5,955.93,14,VIP Champions
2486.0,Sirje Kukk,sirje.kukk@mail.ee,132,5,1433.8300000000002,13,VIP Champions
2487.0,Rein Must,rein.must@yahoo.com,18,4,1095.71,13,VIP Champions
2488.0,Rasmus Teder,rasmus.teder@mail.ee,127,1,723.39,7,Potential
2489.0,Liis Salu,liis.salu@mail.ee,161,2,222.07,6,At Risk
2490.0,Arvo Pärn,arvo.parn@yahoo.com,163,3,1880.98,11,Loyal
2491.0,Elis Toom,elis.toom@yahoo.com,72,3,511.55,9,Potential
2492.0,Reet Männik,reet.mannik@hot.ee,93,2,632.6700000000001,9,Potential
2493.0,Kaido Hurt,,183,2,720.3,8,Potential
2494.0,Ragnar Talvik,ragnar.talvik@gmail.com,58,5,1107.18,13,VIP Champions
2495.0,Urmas Kask,urmas.kask@telia.ee,7,21,4693.02,15,VIP Champions
2496.0,Ene Veski,ene.veski@mail.ee,470,1,269.85,3,Lost
2497.0,Kevin Tamm,kevin.tamm@outlook.com,239,1,124.35,4,At Risk
2498.0,Tõnu Roots,tonu.roots@telia.ee,261,3,1587.8999999999999,10,Loyal
2500.0,Merle Lepp,merle.lepp@hot.ee,88,5,2226.05,14,VIP Champions
2503.0,Aivar Pihl,aivar.pihl@mail.ee,428,4,2000.92,10,Loyal
2504.0,Madis Lass,madis.lass@yahoo.com,382,5,796.61,9,Potential
2505.0,Reet Rosin,reet.rosin@telia.ee,5,1,29.48,7,Potential
2506.0,Margus Toom,margus.toom@yahoo.com,105,1,134.58,6,At Risk
2509.0,Marit Koppel,marit.koppel@telia.ee,9,3,1179.84,12,Loyal
2510.0,Anna Kõiv,anna.koiv@hot.ee,134,4,308.45,8,Potential
2511.0,Merike Sild,,99,4,801.99,11,Loyal
2513.0,Henri Arro,henri.arro@gmail.com,6,6,1513.26,15,VIP Champions
2514.0,Jüri Nõmm,,320,2,495.91999999999996,5,At Risk
2515.0,Anu Tamm,anu.tamm@yahoo.com,10,3,899.3299999999999,11,Loyal
2516.0,Henri Kuusik,henri.kuusik@hot.ee,238,1,254.76,4,At Risk
2517.0,Jüri Lepik,,100,1,53.99,6,At Risk
2518.0,Olev Lill,olev.lill@telia.ee,563,3,297.8,5,At Risk
2519.0,Toomas Kull,toomas.kull@mail.ee,44,4,1300.29,12,Loyal
2520.0,Merle Koppel,merle.koppel@yahoo.com,399,1,81.48,3,Lost
2521.0,Kristi Kull,kristi.kull@telia.ee,237,1,72.73,4,At Risk
2522.0,Hille Saar,hille.saar@outlook.com,118,2,390.48,7,Potential
2523.0,Katrin Rebane,katrin.rebane@gmail.com,295,1,234.1,4,At Risk
2524.0,Sigrid Järv,sigrid.jarv@telia.ee,209,4,868.85,9,Potential
2526.0,Rein Valk,rein.valk@yahoo.com,165,2,857.97,8,Potential
2528.0,Kalev Pärn,kalev.parn@hot.ee,259,1,136.3,4,At Risk
2529.0,Kaido Roots,kaido.roots@outlook.com,103,3,996.3699999999999,11,Loyal
2530.0,Pille Must,pille.must@mail.ee,66,5,1473.03,14,VIP Champions
2533.0,Aili Orav,aili.orav@gmail.com,350,4,923.7900000000001,9,Potential
2534.0,Sander Sild,sander.sild@outlook.com,148,4,850.0,10,Loyal
2535.0,Eha Hurt,eha.hurt@hot.ee,37,5,741.12,13,VIP Champions
2536.0,Aivar Lõoke,aivar.looke@telia.ee,201,4,1202.21,10,Loyal
2537.0,Grete Oja,grete.oja@gmail.com,188,2,683.55,7,Potential
2538.0,Heli Kangur,heli.kangur@gmail.com,35,3,1752.1799999999998,13,VIP Champions
2539.0,Arvo Pihl,arvo.pihl@outlook.com,18,3,1034.97,12,Loyal
2540.0,Triin Must,triin.must@outlook.com,372,1,347.84,4,At Risk
2542.0,Riina Paju,riina.paju@yahoo.com,131,3,1523.18,11,Loyal
2543.0,Tõnu Nõmm,,380,2,458.26000000000005,5,At Risk
2544.0,Kersti Mets,kersti.mets@hot.ee,293,1,89.39,4,At Risk
2545.0,Triin Talvik,triin.talvik@hot.ee,235,1,530.4,5,At Risk
2546.0,Sander Põld,sander.pold@mail.ee,395,4,1717.25,10,Loyal
2547.0,Väino Kuusik,vaino.kuusik2@hot.ee,458,2,471.65000000000003,5,At Risk
2548.0,Kalev Must,,61,4,722.23,11,Loyal
2549.0,Tarmo Kukk,tarmo.kukk@outlook.com,63,6,1295.54,13,VIP Champions
2551.0,Ülle Pihl,ulle.pihl@telia.ee,7,4,1034.58,13,VIP Champions
2552.0,Tarmo Nõmm,tarmo.nomm@gmail.com,57,4,1359.9499999999998,12,Loyal
2553.0,Maris Org,maris.org@gmail.com,359,2,1323.46,7,Potential
2554.0,Kristiina Puusepp,kristiina.puusepp@mail.ee,148,3,683.99,9,Potential
2555.0,Olev Lõoke,olev.looke@mail.ee,25,4,1801.08,14,VIP Champions
2556.0,Nele Aas,nele.aas@mail.ee,51,4,861.49,11,Loyal
2557.0,Siim Arro,siim.arro@hot.ee,137,2,273.21999999999997,6,At Risk
2558.0,Hille Mets,hille.mets@gmail.com,26,11,2733.29,15,VIP Champions
2559.0,Marit Ilves,marit.ilves@yahoo.com,232,3,465.48,7,Potential
2561.0,Annika Roots,annika.roots@gmail.com,46,5,794.34,12,Loyal
2563.0,Kevin Lill,,18,4,772.9200000000001,12,Loyal
2564.0,Peeter Nurk,peeter.nurk@yahoo.com,258,5,914.13,10,Loyal
2566.0,Pille Rosin,pille.rosin@hot.ee,12,3,337.40999999999997,10,Loyal
2567.0,Mart Lepp,mart.lepp@mail.ee,74,3,1072.28,11,Loyal
2569.0,Külli Põld,kulli.pold@hot.ee,187,1,331.59,4,At Risk
2570.0,Maie Veski,maie.veski@hot.ee,324,2,625.5,6,At Risk
2572.0,Tarmo Lepp,tarmo.lepp@yahoo.com,242,3,1289.88,9,Potential
2574.0,Aivar Nurk,aivar.nurk@outlook.com,61,3,1315.6399999999999,11,Loyal
2575.0,Mihkel Lõhmus,mihkel.lohmus@gmail.com,106,2,996.84,10,Loyal
2576.0,Meelis Org,meelis.org@yahoo.com,141,1,301.97,5,At Risk
2577.0,Heino Laas,heino.laas@telia.ee,9,5,1307.73,14,VIP Champions
2578.0,Ene Vaher,ene.vaher@mail.ee,246,3,1054.88,9,Potential
2579.0,Taavi Pihl,taavi.pihl@yahoo.com,133,3,1197.24,10,Loyal
2580.0,Laura Mitt,laura.mitt@outlook.com,9,4,706.78,12,Loyal
2581.0,Merike Must,,108,2,504.93,8,Potential
2583.0,Madis Rosin,madis.rosin@outlook.com,62,1,562.38,7,Potential
2585.0,Sirje Must,sirje.must@telia.ee,335,3,649.45,7,Potential
2586.0,Jüri Mitt,juri.mitt@yahoo.com,19,2,283.45000000000005,8,Potential
2588.0,Hille Paju,,175,3,871.94,9,Potential
2589.0,Annika Vaher,annika.vaher@gmail.com,326,2,803.56,6,At Risk
2590.0,Arvo Ilves,arvo.ilves@mail.ee,161,1,564.58,6,At Risk
2591.0,Tõnu Kaalep,tonu.kaalep@gmail.com,138,2,385.15999999999997,7,Potential
2592.0,Anu Liiv,,34,3,998.67,12,Loyal
2593.0,Kati Kask,kati.kask@telia.ee,189,2,1220.1799999999998,8,Potential
2594.0,Annika Männik,annika.mannik@gmail.com,277,1,184.15,4,At Risk
2596.0,Eha Lepik,eha.lepik@gmail.com,418,3,690.89,7,Potential
2597.0,Erkki Pihl,erkki.pihl@mail.ee,80,4,672.74,11,Loyal
2598.0,Aili Nõmm,aili.nomm@gmail.com,53,3,853.62,10,Loyal
2599.0,Enn Kuusk,enn.kuusk@mail.ee,680,1,583.44,4,At Risk
2600.0,Triin Puusepp,triin.puusepp@telia.ee,246,1,221.89,4,At Risk
2601.0,Henri Rosin,,416,1,282.95,3,Lost
2602.0,Tõnu Tammik,tonu.tammik@gmail.com,29,1,351.33,8,Potential
2603.0,Ants Talvik,ants.talvik@gmail.com,134,3,842.06,9,Potential
2608.0,Siim Lass,siim.lass@gmail.com,525,2,920.6899999999999,6,At Risk
2609.0,Taavi Pihl,taavi.pihl@mail.ee,133,7,1494.74,13,VIP Champions
2610.0,Tarmo Mets,tarmo.mets@outlook.com,536,2,470.85,5,At Risk
2611.0,Mihkel Sepp,,65,3,827.51,10,Loyal
2612.0,Marko Rand,marko.rand@telia.ee,304,3,283.23,6,At Risk
2613.0,Külli Rand,kulli.rand@telia.ee,491,4,1198.8000000000002,9,Potential
2614.0,Aili Lass,aili.lass@outlook.com,473,2,332.77000000000004,4,At Risk
2615.0,Maie Tammik,maie.tammik@outlook.com,102,2,744.8,9,Potential
2616.0,Anu Kuusik,anu.kuusik@hot.ee,25,3,1493.9600000000003,13,VIP Champions
2617.0,Rasmus Valk,rasmus.valk@mail.ee,19,4,1554.0300000000002,14,VIP Champions
2618.0,Jaak Liiv,jaak.liiv@hot.ee,53,6,1351.18,13,VIP Champions
2619.0,Andres Mägi,,11,6,2185.9,15,VIP Champions
2620.0,Tõnu Valk,tonu.valk@outlook.com,267,4,1303.41,10,Loyal
2622.0,Annika Kuusk,annika.kuusk@mail.ee,289,4,937.55,10,Loyal
2623.0,Rasmus Kask,rasmus.kask@yahoo.com,510,1,253.8,3,Lost
2624.0,Pille Põld,pille.pold@telia.ee,99,1,155.2,6,At Risk
2625.0,Henri Oja,henri.oja@mail.ee,692,1,67.75,3,Lost
2626.0,Margus Kõiv,margus.koiv@outlook.com,224,2,797.3800000000001,7,Potential
2627.0,Peeter Salu,peeter.salu@yahoo.com,128,6,1345.75,12,Loyal
2628.0,Piret Nõmm,piret.nomm@mail.ee,253,2,416.48,6,At Risk
2629.0,Sandra Paas,sandra.paas@mail.ee,85,6,3990.98,14,VIP Champions
2630.0,Merle Valk,merle.valk@gmail.com,224,2,406.52000000000004,6,At Risk
2631.0,Tõnu Kivi,tonu.kivi@outlook.com,131,6,1793.45,13,VIP Champions
2632.0,Tiina Mägi,tiina.magi@gmail.com,33,6,1805.58,15,VIP Champions
2633.0,Triin Liiv,triin.liiv@gmail.com,4,1,123.64,7,Potential
2634.0,Meelis Org,meelis.org@telia.ee,54,2,625.5,9,Potential
2635.0,Hille Tamm,hille.tamm@outlook.com,49,3,792.44,10,Loyal
2636.0,Lauri Sepp,lauri.sepp@yahoo.com,210,5,1675.4499999999998,12,Loyal
2638.0,Kristjan Raid,kristjan.raid@telia.ee,11,6,740.53,13,VIP Champions
2639.0,Rain Lepp,rain.lepp@hot.ee,155,3,967.0,10,Loyal
2640.0,Kevin Koppel,kevin.koppel@outlook.com,262,2,368.75,6,At Risk
2641.0,Marit Järv,marit.jarv@outlook.com,536,4,836.8199999999999,8,Potential
2642.0,Ragnar Laas,ragnar.laas@gmail.com,281,4,1441.35,11,Loyal
2643.0,Margus Lill,margus.lill@outlook.com,133,2,280.09,6,At Risk
2644.0,Tarmo Hurt,tarmo.hurt@yahoo.com,536,2,636.4699999999999,6,At Risk
2645.0,Nele Laas,nele.laas@hot.ee,37,4,1007.98,13,VIP Champions
2646.0,Urmas Pihl,,356,1,828.6,5,At Risk
2649.0,Anu Värk,anu.vark@mail.ee,365,1,172.28,3,Lost
2650.0,Madis Liiv,madis.liiv@gmail.com,155,1,147.8,5,At Risk
2652.0,Heino Mitt,heino.mitt@hot.ee,103,6,2920.5299999999997,14,VIP Champions
2653.0,Elis Kukk,elis.kukk@telia.ee,6,5,1821.35,15,VIP Champions
2654.0,Rasmus Luik,rasmus.luik@outlook.com,43,2,306.39,8,Potential
2657.0,Hille Rosin,,60,4,370.97,10,Loyal
2658.0,Enn Salu,enn.salu@hot.ee,492,1,48.85,3,Lost
2659.0,Laura Kõiv,laura.koiv@telia.ee,229,4,1387.4099999999999,11,Loyal
2660.0,Aivar Pihl,aivar.pihl@outlook.com,3,4,1074.93,13,VIP Champions
2661.0,Väino Raid,vaino.raid@mail.ee,9,1,107.67,7,Potential
2662.0,Maris Luik,,63,2,555.01,8,Potential
2663.0,Kristiina Roots,,178,1,371.05,6,At Risk
2664.0,Aili Lill,aili.lill@gmail.com,192,2,503.48,6,At Risk
2665.0,Maris Kallas,maris.kallas@hot.ee,448,1,41.79,3,Lost
2666.0,Taavi Tammik,taavi.tammik@hot.ee,366,2,2123.64,8,Potential
2667.0,Külli Lõhmus,kulli.lohmus@yahoo.com,522,1,388.92,4,At Risk
2668.0,Rasmus Männik,rasmus.mannik@gmail.com,458,3,734.03,7,Potential
2670.0,Jaak Vaher,jaak.vaher@hot.ee,364,1,158.94,3,Lost
2671.0,Liina Mitt,liina.mitt@hot.ee,174,4,1214.71,11,Loyal
2672.0,Margus Kull,margus.kull@telia.ee,72,8,2281.66,14,VIP Champions
2673.0,Laura Kallas,laura.kallas@telia.ee,128,2,191.68,6,At Risk
2674.0,Mihkel Teder,mihkel.teder@telia.ee,68,2,170.04,7,Potential
2675.0,Karin Org,karin.org@gmail.com,184,2,534.09,6,At Risk
2676.0,Sander Roots,sander.roots@hot.ee,109,4,1040.8,12,Loyal
2677.0,Ants Valk,ants.valk@mail.ee,550,1,139.74,3,Lost
2678.0,Heli Hurt,,78,4,1479.59,13,VIP Champions
2681.0,Kadri Mitt,kadri.mitt@gmail.com,288,2,756.64,7,Potential
2682.0,Riina Rebane,riina.rebane@hot.ee,364,3,382.18,6,At Risk
2683.0,Marit Lill,marit.lill@outlook.com,123,3,951.3199999999999,10,Loyal
2684.0,Andres Sild,andres.sild@mail.ee,4,5,3063.7400000000002,15,VIP Champions
2685.0,Heli Männik,heli.mannik@telia.ee,37,1,51.58,7,Potential
2686.0,Merike Männik,merike.mannik@gmail.com,130,3,861.4,9,Potential
2687.0,Meelis Mets,meelis.mets@outlook.com,209,3,1009.82,9,Potential
2689.0,Kristjan Pärn,kristjan.parn@gmail.com,275,3,741.8499999999999,8,Potential
2690.0,Siim Toom,,276,7,1927.3799999999999,12,Loyal
2691.0,Olev Valk,olev.valk@gmail.com,146,3,1016.21,10,Loyal
2692.0,Ragnar Pärn,ragnar.parn@mail.ee,23,2,323.35,8,Potential
2693.0,Kadri Toom,kadri.toom@hot.ee,12,3,1674.44,13,VIP Champions
2695.0,Kadri Orav,kadri.orav@yahoo.com,261,1,154.71,4,At Risk
2696.0,Meelis Tammik,meelis.tammik@telia.ee,51,4,1971.1399999999999,13,VIP Champions
2697.0,Anu Lepp,anu.lepp@telia.ee,35,2,611.6,9,Potential
2700.0,Rein Kallas,rein.kallas@outlook.com,72,2,565.53,8,Potential
2702.0,Terje Kallas,terje.kallas@yahoo.com,122,4,679.32,10,Loyal
2704.0,Peeter Järv,peeter.jarv@mail.ee,261,3,1460.31,10,Loyal
2705.0,Hille Kask,hille.kask@mail.ee,6,4,1871.32,14,VIP Champions
2706.0,Ants Tamm,ants.tamm@gmail.com,133,4,1680.1100000000001,12,Loyal
2707.0,Külli Sild,kulli.sild@mail.ee,66,4,3477.2799999999997,13,VIP Champions
2708.0,Marika Kask,marika.kask@telia.ee,38,5,1418.79,15,VIP Champions
2709.0,Katrin Org,katrin.org@hot.ee,100,7,1724.31,14,VIP Champions
2711.0,Taavi Teder,taavi.teder@outlook.com,52,3,667.14,10,Loyal
2712.0,Väino Rosin,vaino.rosin@outlook.com,153,6,2635.4300000000003,13,VIP Champions
2713.0,Kristiina Raud,kristiina.raud@gmail.com,48,8,2510.45,14,VIP Champions
2714.0,Karin Raud,karin.raud@telia.ee,311,3,999.29,8,Potential
2715.0,Erkki Veski,,141,1,83.1,5,At Risk
2716.0,Grete Kallas,grete.kallas@telia.ee,2,4,629.1300000000001,12,Loyal
2717.0,Marika Männik,marika.mannik@yahoo.com,168,4,925.08,11,Loyal
2719.0,Taavi Vaher,taavi.vaher@outlook.com,604,1,300.22,3,Lost
2720.0,Peeter Lass,peeter.lass@mail.ee,499,2,241.3,4,At Risk
2721.0,Väino Mitt,vaino.mitt@hot.ee,203,5,1676.13,12,Loyal
2722.0,Erkki Lill,erkki.lill@mail.ee,296,2,351.6,6,At Risk
2723.0,Reet Kuusik,,391,2,950.71,7,Potential
2724.0,Mart Lass,mart.lass@mail.ee,178,2,850.9100000000001,8,Potential
2725.0,Priit Kõiv,priit.koiv@hot.ee,211,3,577.87,7,Potential
2726.0,Elis Laas,elis.laas@gmail.com,3,3,462.85,10,Loyal
2727.0,Elis Pärn,elis.parn@hot.ee,8,1,100.4,7,Potential
2728.0,Marika Kaalep,marika.kaalep@hot.ee,184,2,1128.4,8,Potential
2729.0,Kristi Vaher,kristi.vaher@yahoo.com,2,1,451.62,8,Potential
2730.0,Merle Puusepp,merle.puusepp@outlook.com,58,4,952.61,12,Loyal
2731.0,Indrek Mets,indrek.mets@telia.ee,304,5,1504.33,12,Loyal
2732.0,Karin Valk,,241,4,1288.22,10,Loyal
2733.0,Eha Järv,,154,4,1288.79,11,Loyal
2734.0,Marika Orav,marika.orav@mail.ee,21,3,1040.38,12,Loyal
2735.0,Maie Koppel,maie.koppel@telia.ee,11,7,1697.56,15,VIP Champions
2737.0,Piret Kivi,piret.kivi@mail.ee,163,1,642.84,7,Potential
2739.0,Sigrid Kõiv,sigrid.koiv@gmail.com,6,1,493.94,8,Potential
2740.0,Tiina Kallas,tiina.kallas@telia.ee,270,2,1496.63,9,Potential
2741.0,Sandra Lõhmus,sandra.lohmus@telia.ee,477,4,1402.9099999999999,10,Loyal
2742.0,Henri Mets,henri.mets@telia.ee,238,2,1380.0,9,Potential
2743.0,Ragnar Luik,ragnar.luik@gmail.com,82,3,739.39,10,Loyal
2744.0,Piret Kull,piret.kull@telia.ee,90,5,2480.73,14,VIP Champions
2745.0,Ene Liiv,ene.liiv@mail.ee,95,6,1455.31,14,VIP Champions
2746.0,Toomas Org,toomas.org@yahoo.com,341,3,1514.81,9,Potential
2747.0,Piret Kuusik,piret.kuusik@gmail.com,259,1,51.5,4,At Risk
2748.0,Enn Mägi,enn.magi@hot.ee,310,3,443.95000000000005,6,At Risk
2749.0,Urmas Kukk,urmas.kukk@mail.ee,171,3,881.46,9,Potential
2750.0,Tõnu Lõoke,,56,5,1281.23,13,VIP Champions
2751.0,Ants Kuusk,ants.kuusk@outlook.com,154,3,701.4,9,Potential
2752.0,Merle Kaalep,merle.kaalep@outlook.com,197,1,302.86,4,At Risk
2754.0,Liis Nurk,liis.nurk@yahoo.com,329,1,253.23,3,Lost
2755.0,Merike Nõmm,merike.nomm@yahoo.com,163,5,2241.7,13,VIP Champions
2756.0,Tiit Värk,,200,2,500.26,6,At Risk
2757.0,Erkki Mets,erkki.mets@yahoo.com,376,3,1054.0,8,Potential
2758.0,Kristi Oja,kristi.oja@gmail.com,202,6,1028.23,11,Loyal
2759.0,Erkki Saar,erkki.saar@gmail.com,51,5,1448.96,14,VIP Champions
2760.0,Ene Pärn,ene.parn@outlook.com,216,2,499.88,6,At Risk
2761.0,Külli Org,kulli.org@telia.ee,126,4,1249.75,11,Loyal
2762.0,Liina Kõiv,liina.koiv@gmail.com,270,3,366.59000000000003,7,Potential
2763.0,Margus Lõoke,margus.looke@telia.ee,720,1,552.4,4,At Risk
2764.0,Maris Männik,,13,4,1004.08,13,VIP Champions
2765.0,Kersti Veski,kersti.veski@gmail.com,160,5,789.6,11,Loyal
2766.0,Tarmo Luik,tarmo.luik@yahoo.com,18,8,1558.16,15,VIP Champions
2767.0,Kaido Mitt,kaido.mitt@mail.ee,244,3,409.75,7,Potential
2768.0,Aivar Toom,aivar.toom@mail.ee,28,3,331.66,9,Potential
2770.0,Toomas Lõhmus,toomas.lohmus@telia.ee,20,5,2662.2,15,VIP Champions
2771.0,Andres Sepp,andres.sepp@yahoo.com,96,5,1351.4299999999998,13,VIP Champions
2772.0,Jüri Vaher,juri.vaher@gmail.com,88,2,281.39,7,Potential
2773.0,Enn Lõhmus,enn.lohmus@yahoo.com,164,3,1085.73,10,Loyal
2774.0,Külli Rebane,,375,2,374.43,5,At Risk
2775.0,Ants Paju,ants.paju@mail.ee,2,20,6539.4,15,VIP Champions
2776.0,Triin Lill,triin.lill@hot.ee,284,1,138.13,4,At Risk
2777.0,Rasmus Mets,,61,3,1147.73,11,Loyal
2778.0,Taavi Teder,,443,2,450.68999999999994,5,At Risk
2779.0,Lea Teder,lea.teder@mail.ee,154,3,898.75,9,Potential
2780.0,Kati Tamm,kati.tamm@yahoo.com,530,2,358.16,5,At Risk
2781.0,Henri Roots,henri.roots@gmail.com,125,4,826.72,10,Loyal
2782.0,Hille Mägi,hille.magi@gmail.com,10,2,324.03,8,Potential
2784.0,Mart Pihl,,361,2,802.1600000000001,6,At Risk
2785.0,Grete Tamm,grete.tamm@telia.ee,7,2,1247.44,11,Loyal
2787.0,Terje Lõhmus,terje.lohmus@hot.ee,116,2,196.25,6,At Risk
2788.0,Väino Arro,vaino.arro@telia.ee,565,2,1103.48,7,Potential
2789.0,Henri Järv,henri.jarv@outlook.com,16,4,846.67,12,Loyal
2791.0,Ene Saar,ene.saar@telia.ee,164,1,593.16,6,At Risk
2792.0,Merike Mägi,merike.magi@hot.ee,197,4,1280.26,10,Loyal
2793.0,Hille Nõmm,hille.nomm@outlook.com,426,4,1638.43,10,Loyal
2794.0,Ago Lõoke,,574,1,531.05,4,At Risk
2795.0,Urmas Valk,urmas.valk@outlook.com,13,6,1770.78,15,VIP Champions
2797.0,Siim Paas,siim.paas@yahoo.com,172,2,441.73,7,Potential
2799.0,Aili Sepp,aili.sepp@yahoo.com,297,5,1125.27,11,Loyal
2802.0,Kevin Lõhmus,kevin.lohmus@mail.ee,214,4,820.46,9,Potential
2803.0,Erkki Kallas,erkki.kallas@telia.ee,273,5,1315.27,11,Loyal
2804.0,Tõnu Nurk,tonu.nurk@hot.ee,7,3,1813.65,13,VIP Champions
2805.0,Annika Must,annika.must@outlook.com,163,4,1051.13,11,Loyal
2806.0,Kevin Paas,kevin.paas@outlook.com,76,5,1547.3600000000001,14,VIP Champions
2807.0,Meelis Nurk,meelis.nurk@mail.ee,30,3,1204.87,12,Loyal
2808.0,Aili Lõhmus,aili.lohmus@outlook.com,116,5,936.66,12,Loyal
2809.0,Madis Kull,madis.kull@gmail.com,113,3,616.37,9,Potential
2810.0,Meelis Kuusik,meelis.kuusik@yahoo.com,295,1,191.48,4,At Risk
2812.0,Marika Raid,marika.raid@outlook.com,48,3,1216.02,11,Loyal
2816.0,Mart Värk,mart.vark@telia.ee,146,1,145.16,5,At Risk
2817.0,Pille Tamm,pille.tamm@hot.ee,41,2,248.31,8,Potential
2818.0,Terje Raud,,151,1,342.66,6,At Risk
2819.0,Enn Sild,enn.sild@yahoo.com,49,4,720.69,11,Loyal
2821.0,Liis Hurt,liis.hurt@outlook.com,32,1,106.69,7,Potential
2822.0,Kadri Luik,kadri.luik@mail.ee,201,1,614.61,5,At Risk
2823.0,Väino Kuusk,vaino.kuusk@telia.ee,94,7,2402.05,14,VIP Champions
2824.0,Indrek Sepp,indrek.sepp@gmail.com,117,2,372.8,7,Potential
2825.0,Aili Raud,aili.raud@mail.ee,377,3,443.51,6,At Risk
2826.0,Ants Lõoke,ants.looke@mail.ee,20,7,2788.1800000000003,15,VIP Champions
2827.0,Tõnu Lepp,tonu.lepp@telia.ee,88,5,1087.32,13,VIP Champions
2828.0,Elis Liiv,elis.liiv@gmail.com,508,2,588.1800000000001,5,At Risk
2829.0,Nele Orav,nele.orav@outlook.com,41,1,254.85,7,Potential
2831.0,Rain Oja,rain.oja@hot.ee,172,3,2045.54,11,Loyal
